ano;alltags;musica;artista
1974;Love Me Or Leave Me Alone - Dennis Yost & The Classics IV;Love Me Or Leave Me Alone ; Dennis Yost & The Classics IV
1974;Eu Quero Apenas - Roberto Carlos;Eu Quero Apenas ; Roberto Carlos
1974;Canta, Canta Minha Gente - Martinho da Vila;Canta, Canta Minha Gente ; Martinho da Vila
1974;Oh Very Young - Cat Stevens;Oh Very Young ; Cat Stevens
1974;Se Não For Amor - Benito Di Paula;Se Não For Amor ; Benito Di Paula
1974;Tu Nella Mia Vita - Wess & Dori Ghezzi;Tu Nella Mia Vita ; Wess & Dori Ghezzi
1974;My Mistake - Diana Ross & Marvin Gaye;My Mistake ; Diana Ross & Marvin Gaye
1974;Amor Com Amor Se Paga - Carmen Silva;Amor Com Amor Se Paga ; Carmen Silva
1974;Quantas Lágrimas - Chrystina;Quantas Lágrimas ; Chrystina
1974;Flores Astrais - Secos & Molhados;Flores Astrais ; Secos & Molhados
1974;Cadeira de Rodas - Fernando Mendes;Cadeira de Rodas ; Fernando Mendes
1974;Sunshine On My Shoulders - John Denver;Sunshine On My Shoulders ; John Denver
1974;Toró de Lágrimas - Antonio Carlos & Jocafi;Toró de Lágrimas ; Antonio Carlos & Jocafi
1974;All In Love Is Fair - Barbra Streisand;All In Love Is Fair ; Barbra Streisand
1974;Arrasta a Sandália - Trio Esperança;Arrasta a Sandália ; Trio Esperança
1974;Until You Come Back To Me - Aretha Franklin;Until You Come Back To Me ; Aretha Franklin
1974;Tu Sei Cosi - Fred Bongusto;Tu Sei Cosi ; Fred Bongusto
1974;Anastácio (Samba Enredo Para Um Sambista Morto) - Cesar Costa Filho;Anastácio (Samba Enredo Para Um Sambista Morto) ; Cesar Costa Filho
1974;Vai Doer - Nazareno & Pena Branca;Vai Doer ; Nazareno & Pena Branca
1974;A Noite Mais Linda do Mundo - Odair José;A Noite Mais Linda do Mundo ; Odair José
1974;We Can Make It Happen - Stylistics;We Can Make It Happen ; Stylistics
1974;Beleza Que é Você Mulher - Benito Di Paula;Beleza Que é Você Mulher ; Benito Di Paula
1974;She - Charles Aznavour;She ; Charles Aznavour
1974;Hello Old Friend - James Taylor;Hello Old Friend ; James Taylor
1974;Noi Due Per Sempre - Wess & Dori Ghezzi;Noi Due Per Sempre ; Wess & Dori Ghezzi
1974;Lady Its Time To Go - Stu Nunnery;Lady Its Time To Go ; Stu Nunnery
1974;Lets Put It All Together - Stylistics;Lets Put It All Together ; Stylistics
1974;Eu Quero Apenas Carinho - José Augusto;Eu Quero Apenas Carinho ; José Augusto
1974;The Way We Were - Barbra Streisand;The Way We Were ; Barbra Streisand
1974;My Love - Margie Joseph;My Love ; Margie Joseph
1974;Angie - Rolling Stones;Angie ; Rolling Stones
1974;Stop, Look, Listen (To Your Heart) - Diana Ross & Marvin Gaye;Stop, Look, Listen (To Your Heart) ; Diana Ross & Marvin Gaye
1974;Sylvia - Stevie Wonder;Sylvia ; Stevie Wonder
1974;Amendoim Torradinho - Doris Monteiro;Amendoim Torradinho ; Doris Monteiro
1974;Cadê Você - Odair José;Cadê Você ; Odair José
1974;Toró de Lágrimas - Djalma Dias;Toró de Lágrimas ; Djalma Dias
1974;Disritmia - Martinho da Vila;Disritmia ; Martinho da Vila
1974;Machine Gun - Commodores;Machine Gun ; Commodores
1974;A Festa do Divino - Ivan Lins;A Festa do Divino ; Ivan Lins
1974;Soleado - Francisco Cuoco;Soleado ; Francisco Cuoco
1974;Além de Tudo - Benito Di Paula;Além de Tudo ; Benito Di Paula
1974;Alvorecer - Clara Nunes;Alvorecer ; Clara Nunes
1974;Dancing Machine - Jackson 5;Dancing Machine ; Jackson 5
1974;Amor Que Não Presta Não Serve Pra Mim - Angela Maria;Amor Que Não Presta Não Serve Pra Mim ; Angela Maria
1974;Devil Or Angel - Bryan Hyland;Devil Or Angel ; Bryan Hyland
1974;Aquarela Brasileira - Elza Soares;Aquarela Brasileira ; Elza Soares
1974;As Andorinhas - Secos & Molhados;As Andorinhas ; Secos & Molhados
1974;Mistura de Carimbó - Eliana Pittman;Mistura de Carimbó ; Eliana Pittman
1974;Dont Worry Bout A Thing - Stevie Wonder;Dont Worry Bout A Thing ; Stevie Wonder
1974;Ballad Of Danny Bayley - Elton John;Ballad Of Danny Bayley ; Elton John
1974;Que Diacho de Dor - Maria Creuza;Que Diacho de Dor ; Maria Creuza
1974;Conto de Areia - Clara Nunes;Conto de Areia ; Clara Nunes
1974;No Broken Heart - Chrystian;No Broken Heart ; Chrystian
1974;De Amor Eu Morrerei - Gal Costa;De Amor Eu Morrerei ; Gal Costa
1974;Dona da Casa - Antonio Carlos & Jocafi;Dona da Casa ; Antonio Carlos & Jocafi
1974;Na Hora do Almoço - Belchior;Na Hora do Almoço ; Belchior
1974;Charlie Brown - Benito Di Paula;Charlie Brown ; Benito Di Paula
1974;E Lá Vou Eu - João Nogueira;E Lá Vou Eu ; João Nogueira
1974;El Rey - Secos & Molhados;El Rey ; Secos & Molhados
1974;Pledging My Love - Diana Ross & Marvin Gaye;Pledging My Love ; Diana Ross & Marvin Gaye
1974;Esses Moços (Pobres Moços) - Gilberto Gil;Esses Moços (Pobres Moços) ; Gilberto Gil
1974;All In Love Is Fair - Stevie Wonder;All In Love Is Fair ; Stevie Wonder
1974;In The Rain - Dramatics;In The Rain ; Dramatics
1974;João de Barro - Sergio Reis;João de Barro ; Sergio Reis
1974;Maior é Deus - Beth Carvalho;Maior é Deus ; Beth Carvalho
1974;Make It Easy On Yourself - Oscar Toney Jr;Make It Easy On Yourself ; Oscar Toney Jr
1974;Maracatu Atômico - Gilberto Gil;Maracatu Atômico ; Gilberto Gil
1974;De Conversa em Conversa - Maria Creuza;De Conversa em Conversa ; Maria Creuza
1974;Veneno - Eduardo Gudin, Márcia & Paulo Cesar Pinheiro;Veneno ; Eduardo Gudin, Márcia & Paulo Cesar Pinheiro
1974;Nervos de Aço - Paulinho da Viola;Nervos de Aço ; Paulinho da Viola
1974;A Dona do Primeiro Andar - Os Originais do Samba;A Dona do Primeiro Andar ; Os Originais do Samba
1974;Tell Me A Lie - Sammi Jo;Tell Me A Lie ; Sammi Jo
1974;O Trem das Sete - Raul Seixas;O Trem das Sete ; Raul Seixas
1974;Como é Duro Trabalhar - Toquinho & Vinicius;Como é Duro Trabalhar ; Toquinho & Vinicius
1974;O Espigão - Zé Rodrix;O Espigão ; Zé Rodrix
